id,Secteur,Poste,Entreprise,Ville,Date_de_publication,Contrat,Experience,Niveau_etude,Lien
8882794,Finance,Contrôleur KYC  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,N/A,2025-05-23,Intérim,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/controleur-kyc-casablanca-8882794
8882804,Finance,Gestionnaire Middle Office  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,N/A,2025-05-23,Intérim,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/gestionnaire-middle-office-casablanca-8882804
8880036,Finance,Agent d´Assurances  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,N/A,2025-05-22,Intérim,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/agent-assurances-casablanca-8880036
8880608,Finance,Gestionnaire RH - Mohammedia,BEINTERIM,N/A,2025-05-22,"CDI, CDD & Intérim",Débutant < 2 ans & Expérience entre 2 ans et 5 ans,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/gestionnaire-rh-mohammedia-8880608
8797484,Finance,Comptable Sénior - Casablanca,SOFT GROUP HOLDING,N/A,2025-05-21,CDI,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/comptable-senior-casablanca-8797484
8878529,Finance,Comptable - Casablanca,SOFT GROUP HOLDING,N/A,2025-05-21,CDI,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/comptable-casablanca-8878529
8864606,Finance,Commercial Sédentaire - Temara,ALUNIONPROFIL SYSTEME,N/A,2025-05-20,CDI,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/commercial-sedentaire-temara-8864606
8877276,Finance,Contrôleur Interne (H/F) - Rabat,AFRICAWORK,N/A,2025-05-20,CDI,Expérience entre 5 ans et 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/controleur-interne-hf-rabat-8877276
8877534,Finance,Chargé de Paie et Facturation - Rabat,TECTRA RABAT - KENITRA,N/A,2025-05-20,CDI,Expérience entre 2 ans et 5 ans,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/charge-paie-facturation-rabat-8877534
8763054,Finance,Trésorier Sénior  - Rabat,AFRICAWORK,N/A,2025-05-16,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/tresorier-rabat-8763054
8794015,Finance,Contrôleur de Gestion - Casablanca,KARTNER INVEST,N/A,2025-05-15,CDI,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/controleur-gestion-casablanca-8794015
8853126,Finance,Manager Consolidation et Reporting H/F - Casablanca,AFRICAWORK,N/A,2025-05-15,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/manager-consolidation-reporting-hf-casablanca-8853126
8870642,Finance,Chargé de Portefeuille - Oujda,FONDATION ARRAWAJ,N/A,2025-05-15,CDI,Débutant < 2 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-oujda-8870642
8870720,Finance,Comptable Junior - Casablanca,KARTNER INVEST,N/A,2025-05-15,CDI,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,"Bac+2, Bac+3 & Bac+4",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/comptable-junior-casablanca-8870720
8868627,Finance,Comptable Trésorier(e) - Casablanca,KARTNER INVEST,N/A,2025-05-14,CDI,Débutant < 2 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/comptable-tresoriere-casablanca-8868627
8869356,Finance,Comptable Facturation  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,N/A,2025-05-14,CDD,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/comptable-facturation-casablanca-8869356
8864394,Finance,Agent Recouvrement - Casablanca Ghandi,BEINTERIM,N/A,2025-05-10,CDD & Intérim,"Etudiant, jeune diplômé & Débutant < 2 ans",Bac+2,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/agent-recouvrement-casablanca-ghandi-8864394
8864025,Finance,Assistante Administrative - Casablanca,BRICOMA,N/A,2025-05-10,"CDI, CDD & Stage",Expérience entre 2 ans et 5 ans,Bac+2,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/assistante-administrative-casablanca-8864025
8853135,Finance,Chef de Mission Auditeur H/F - Casablanca,AFRICAWORK,N/A,2025-05-08,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/chef-mission-auditeur-hf-casablanca-8853135
8851931,Finance,Chef de Mission – Expertise Comptable H/F - Casablanca,AFRICAWORK,N/A,2025-05-08,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/chef-mission-expertise-comptable-hf-casablanca-8851931
8858408,Finance,Comptable-Chargé du Rapprochement Bancaire - Casablanca,N/A,N/A,2025-05-06,CDI,Débutant < 2 ans,Bac+2 & Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/comptable-charge-rapprochement-bancaire-casablanca-8858408
8858813,Finance,Chef d´Agence  - Marrakech,FONDATION ARRAWAJ,N/A,2025-05-06,CDI,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/chef-agence-marrakech-8858813
8858306,Finance,Administrateur de Ventes H/F - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,N/A,2025-05-06,CDD,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/administrateur-ventes-hf-casablanca-8858306
8854953,Finance,Administratrice Réseau - Casablanca et Région,TECTRA,N/A,2025-05-03,Intérim,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/administratrice-reseau-casablanca-region-8854953
8855723,Finance,Directeur Administratif et Financier   - EL Jadida,TECTRA EL JADIDA – RECRUTEMENT,N/A,2025-05-03,CDI,Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/directeur-administratif-financier-el-jadida-8855723
8776684,Finance,Chef Comptable - Kénitra,N/A,N/A,2025-05-02,CDI,Expérience entre 5 ans et 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/chef-comptable-kenitra-8776684
8851914,Finance,Agent de Recouvrement - Mohammedia,COMPAGNIE INDUSTRIELLE DES FIBRES,N/A,2025-05-01,CDI,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/agent-recouvrement-mohammedia-8851914
8851923,Finance,Comptable Confirmé H/F - Casablanca,AFRICAWORK,N/A,2025-05-01,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/comptable-confirme-hf-casablanca-8851923
8852511,Finance,Assistante Commerciale - Tétouan,SAINT GOBAIN MAROC,N/A,2025-05-01,Anapec,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,https://www.emploi.mahttps://www.emploi.ma/offre-emploi-maroc/assistante-commerciale-tetouan-8852511
