Id,Secteur,Poste,Entreprise,Ville,Date_De_Publication,Lien,Experience,Contrat,Niveau_Etude,Annee,Competences
51609,Financial Analyst,Financial Analyst Senior,CloudWorks,Amsterdam,2023-05-27,https://linkedin.com/jobs/view/51609,6.0,CDD,Bac +2,2023,"Bloomberg Terminal, Risk Assessment, Forecasting, Financial Reporting, Valuation"
33635,Full Stack Developer,Full Stack Developer Junior,TechCorp,Marrakesh,2023-04-10,https://linkedin.com/jobs/view/33635,7.0,CDD,Doctorat,2023,"Git, SQL, Node.js, Responsive Design, Docker, Angular"
12701,Network Engineer,Network Engineer Senior,CloudWorks,Paris,2024-11-05,https://linkedin.com/jobs/view/12701,3.0,Stage,Bac +2,2024,"Routing, Network Monitoring, LAN, Network Security, Cisco, Switching, WAN, TCP/IP, Attention to Detail, Time Management, Communication"
42594,Accounting,Accounting Senior,DataCorp,Casablanca,2024-09-15,https://linkedin.com/jobs/view/42594,7.0,CDD,Doctorat,2024,"Reconciliation, Excel, ERP Systems, Financial Analysis, General Ledger, Financial Reporting, Audit, IFRS, Analytical Thinking, Time Management"
77422,Data Analyst,Data Analyst Lead,DeepMind,Berlin,2023-02-28,https://linkedin.com/jobs/view/77422,3.0,Stage,Bac +2,2023,"Data Visualization, R, Data Cleaning, Data Modeling, Tableau, SQL, Project Management, Problem Solving"
52620,Business Intelligence,Business Intelligence Senior,DataBrains,Lyon,2025-03-20,https://linkedin.com/jobs/view/52620,4.0,Stage,Master,2025,"CI/CD, Scrum, REST API, Java, Agile, Unit Testing, OOP, C#, Problem Solving"
75477,Investment,Investment Senior,InvestPlus,Amsterdam,2025-12-10,https://linkedin.com/jobs/view/75477,7.0,CDI,Doctorat,2025,"Microservices, JavaScript, Linux, Scrum, Unit Testing, Git"
48994,Finance,Finance Junior,CyberGuard,Casablanca,2023-11-05,https://linkedin.com/jobs/view/48994,4.0,CDD,Bac +2,2023,"Excel, Forecasting, SAP, Financial Analysis, Risk Management, Financial Reporting, Communication"
97119,Risk Management,Risk Management Lead,PythonTech,San Francisco,2023-03-12,https://linkedin.com/jobs/view/97119,6.0,Stage,Bac +3,2023,"Stress Testing, Compliance, Credit Risk, Operational Risk, Basel III, Teamwork, Problem Solving, Time Management"
91183,Finance,Finance Lead,FinanceX,Marrakesh,2025-08-21,https://linkedin.com/jobs/view/91183,3.0,Stage,Bac +2,2025,"SAP, Oracle Financials, Accounting, Financial Analysis, Forecasting, Excel, Budgeting, ERP Systems"
40318,Full Stack Developer,Full Stack Developer Intern,PythonTech,Amsterdam,2023-12-25,https://linkedin.com/jobs/view/40318,6.0,CDI,Bac +3,2023,"Docker, Node.js, React, AWS/Azure/GCP, JavaScript, NoSQL, Attention to Detail, Time Management"
18603,Full Stack Developer,Full Stack Developer Senior,DataBrains,Toronto,2023-12-10,https://linkedin.com/jobs/view/18603,4.0,Freelance,Doctorat,2023,"NoSQL, TypeScript, CSS, SQL, Docker, Vue.js, Angular, AWS/Azure/GCP, Problem Solving, Communication, Project Management"
70871,Data Scientist,Data Scientist Intern,FinCorp,Paris,2023-10-26,https://linkedin.com/jobs/view/70871,5.0,CDD,Bac +3,2023,"Statistical Analysis, NumPy, Scikit-learn, Deep Learning, Data Mining, R, Pandas, Attention to Detail, Time Management"
83014,Finance,Finance Lead,CloudVision,New York,2025-02-14,https://linkedin.com/jobs/view/83014,6.0,CDI,Bac +2,2025,"SAP, Forecasting, ERP Systems, Budgeting, Excel, Financial Reporting, Risk Management, Attention to Detail, Teamwork, Project Management"
96218,Financial Analyst,Financial Analyst Junior,DataCorp,Lyon,2025-04-25,https://linkedin.com/jobs/view/96218,7.0,CDI,Bac +2,2025,"Bloomberg Terminal, Financial Reporting, SQL, Excel, Forecasting, Valuation, Power BI, Attention to Detail"
51238,Risk Management,Risk Management Intern,SoftWare Solutions,Amsterdam,2025-09-04,https://linkedin.com/jobs/view/51238,5.0,Freelance,Bac +3,2025,"Operational Risk, Credit Risk, Regulatory Frameworks, Risk Assessment, Compliance, Basel III, Risk Mitigation Strategies, Market Risk, Communication"
66032,Financial Analyst,Financial Analyst Lead,InnovateTech,Lyon,2025-07-11,https://linkedin.com/jobs/view/66032,2.0,Alternance,Bac +3,2025,"Excel, Risk Assessment, Forecasting, Power BI, Bloomberg Terminal, Valuation, Financial Modeling, Communication"
65831,Accounting,Accounting Lead,FinanceX,Marrakesh,2023-07-22,https://linkedin.com/jobs/view/65831,5.0,Freelance,Master,2023,"Financial Analysis, Audit, Financial Reporting, General Ledger, Excel, IFRS, Reconciliation, Project Management, Problem Solving"
78025,Investment,Investment Senior,DataBrains,Berlin,2025-05-24,https://linkedin.com/jobs/view/78025,3.0,Freelance,Bac +5,2025,"C#, Git, Java, OOP, Scrum, Linux, Attention to Detail"
13538,Risk Management,Risk Management Junior,SoftWare Solutions,San Francisco,2024-04-14,https://linkedin.com/jobs/view/13538,7.0,CDD,Doctorat,2024,"Risk Assessment, Operational Risk, Compliance, Risk Modeling, Risk Mitigation Strategies, Credit Risk, Market Risk, Basel III, Project Management, Attention to Detail"
49225,Data Scientist,Data Scientist Intern,InnovateTech,Marrakesh,2023-11-12,https://linkedin.com/jobs/view/49225,7.0,Freelance,Bac +5,2023,"Machine Learning, Feature Engineering, Jupyter, Computer Vision, NLP, Teamwork, Project Management, Time Management"
32753,Investment,Investment Intern,AI Technologies,Toronto,2023-11-24,https://linkedin.com/jobs/view/32753,2.0,Freelance,Bac +2,2023,"Java, C#, Cloud Computing, Scrum, Git, Agile, Linux, CI/CD"
55207,DevOps,DevOps Lead,InnovateTech,New York,2023-10-24,https://linkedin.com/jobs/view/55207,4.0,Stage,Bac +5,2023,"Jenkins, Kubernetes, GitHub Actions, Python, Prometheus, Docker, Communication, Problem Solving"
44613,Risk Management,Risk Management Lead,DeepMind,Berlin,2025-03-28,https://linkedin.com/jobs/view/44613,2.0,CDI,Doctorat,2025,"Regulatory Frameworks, Risk Modeling, Market Risk, Risk Assessment, Operational Risk, Time Management, Teamwork"
21970,Finance,Finance Lead,InnovateTech,San Francisco,2025-03-12,https://linkedin.com/jobs/view/21970,5.0,CDI,Master,2025,"SAP, Excel, ERP Systems, Accounting, Financial Analysis, Forecasting, Financial Reporting"
71854,Machine Learning Engineer,Machine Learning Engineer Intern,InnovateTech,Berlin,2024-04-22,https://linkedin.com/jobs/view/71854,5.0,Alternance,Bac +3,2024,"Kafka, MongoDB, Docker, Cassandra, Hadoop, NoSQL, GCP"
43834,Finance,Finance Intern,CloudWorks,Berlin,2025-09-23,https://linkedin.com/jobs/view/43834,6.0,Stage,Bac +5,2025,"Financial Analysis, Accounting, Excel, Risk Management, Budgeting, ERP Systems, Oracle Financials, Financial Reporting"
42510,Machine Learning Engineer,Machine Learning Engineer Intern,DeepMind,Amsterdam,2025-05-16,https://linkedin.com/jobs/view/42510,2.0,CDD,Bac +3,2025,"NoSQL, Kubernetes, MongoDB, Docker, Data Pipelines, Time Management, Problem Solving, Teamwork"
97732,Python Developer,Python Developer Intern,FinCorp,Amsterdam,2023-01-26,https://linkedin.com/jobs/view/97732,6.0,Freelance,Bac +3,2023,"NumPy, REST API, ORM, Pandas, Git, Unit Testing, Flask, Communication, Attention to Detail, Teamwork"
76486,Data Scientist,Data Scientist Intern,InvestPlus,Berlin,2024-02-08,https://linkedin.com/jobs/view/76486,5.0,Stage,Master,2024,"Data Mining, Jupyter, NLP, Machine Learning, TensorFlow, Scikit-learn, Python, Big Data, Problem Solving"
31698,Data Analyst,Data Analyst Senior,DataCorp,Paris,2025-03-22,https://linkedin.com/jobs/view/31698,3.0,Stage,Master,2025,"Data Modeling, ETL, Power BI, Excel, Tableau"
65590,Machine Learning Engineer,Machine Learning Engineer Senior,TechCorp,Casablanca,2024-12-05,https://linkedin.com/jobs/view/65590,4.0,Freelance,Bac +5,2024,"AWS, Python, SQL, Kafka, Spark, Airflow, Data Pipelines, Time Management, Teamwork, Project Management"
54965,Cloud Engineer,Cloud Engineer Lead,AI Technologies,Toronto,2024-11-06,https://linkedin.com/jobs/view/54965,1.0,Freelance,Master,2024,"CI/CD, CloudFormation, Security, Docker, Azure, Communication, Problem Solving, Project Management"
11722,IT Manager,IT Manager Intern,DeepMind,New York,2025-01-17,https://linkedin.com/jobs/view/11722,7.0,CDI,Doctorat,2025,"Risk Management, Service Delivery, Vendor Management, Project Management, IT Governance, Strategic Planning, Team Leadership, Business Relationship Management, Problem Solving, Communication"
29577,Cybersecurity,Cybersecurity Intern,PythonTech,New York,2024-02-27,https://linkedin.com/jobs/view/29577,6.0,CDD,Bac +3,2024,"Ethical Hacking, Security Auditing, OSCP, SIEM, Security+, Firewall, Time Management"
53518,Finance,Finance Lead,CloudWorks,Amsterdam,2025-04-25,https://linkedin.com/jobs/view/53518,2.0,Alternance,Master,2025,"Oracle Financials, ERP Systems, SAP, Risk Management, Accounting, Budgeting, Excel, Forecasting, Communication"
12251,Cybersecurity,Cybersecurity Senior,InnovateTech,New York,2023-11-13,https://linkedin.com/jobs/view/12251,4.0,Stage,Master,2023,"Cryptography, Security+, Penetration Testing, Security Auditing, OSCP, Firewall"
35425,Data Scientist,Data Scientist Junior,PythonTech,Amsterdam,2023-09-01,https://linkedin.com/jobs/view/35425,1.0,Stage,Master,2023,"R, Deep Learning, Python, Jupyter, Big Data, Scikit-learn, Machine Learning, Teamwork"
76987,Full Stack Developer,Full Stack Developer Senior,SoftWare Solutions,Berlin,2023-05-01,https://linkedin.com/jobs/view/76987,1.0,CDD,Doctorat,2023,"React, AWS/Azure/GCP, JavaScript, TypeScript, HTML, Docker"
79771,Cybersecurity,Cybersecurity Junior,FinanceX,Amsterdam,2024-08-23,https://linkedin.com/jobs/view/79771,2.0,Stage,Bac +5,2024,"Incident Response, Security+, CISSP, OSCP, Penetration Testing, SIEM, Network Security, Ethical Hacking, Teamwork, Time Management, Communication"
23318,Network Engineer,Network Engineer Senior,CyberGuard,Amsterdam,2025-08-14,https://linkedin.com/jobs/view/23318,3.0,Freelance,Bac +3,2025,"Troubleshooting, WAN, LAN, Routing, Switching, VPN, Network Monitoring, Cisco, Problem Solving, Analytical Thinking, Attention to Detail"
59022,Financial Analyst,Financial Analyst Senior,FinanceX,New York,2025-07-28,https://linkedin.com/jobs/view/59022,6.0,Stage,Bac +5,2025,"Power BI, Excel, Financial Modeling, Financial Statement Analysis, Budgeting, Financial Reporting, Communication, Attention to Detail"
32927,Investment,Investment Lead,RiskNet,Toronto,2024-07-27,https://linkedin.com/jobs/view/32927,6.0,CDD,Doctorat,2024,"Agile, Java, Python, Unit Testing, Scrum, JavaScript, Git, OOP"
27749,Data Analyst,Data Analyst Senior,FinCorp,Berlin,2023-10-11,https://linkedin.com/jobs/view/27749,6.0,Freelance,Bac +2,2023,"Data Cleaning, Data Modeling, R, Statistical Analysis, Excel, ETL, Teamwork, Communication"
76259,Financial Analyst,Financial Analyst Senior,TechCorp,Paris,2024-05-04,https://linkedin.com/jobs/view/76259,6.0,CDD,Master,2024,"Valuation, Budgeting, Risk Assessment, Financial Reporting, Financial Statement Analysis, Time Management, Analytical Thinking, Communication"
44204,Software Engineer,Software Engineer Senior,SoftWare Solutions,Casablanca,2023-06-18,https://linkedin.com/jobs/view/44204,4.0,Freelance,Bac +2,2023,"Scrum, CI/CD, Design Patterns, Microservices, Git, OOP, JavaScript, Linux"
45025,Data Analyst,Data Analyst Lead,TechCorp,Marrakesh,2024-03-16,https://linkedin.com/jobs/view/45025,4.0,CDI,Bac +3,2024,"Business Intelligence, ETL, Python, Power BI, Excel, Data Cleaning, R"
31099,Financial Analyst,Financial Analyst Junior,SoftWare Solutions,Toronto,2025-09-26,https://linkedin.com/jobs/view/31099,4.0,Alternance,Master,2025,"Budgeting, Financial Reporting, Forecasting, Risk Assessment, Financial Modeling, Excel, Problem Solving, Time Management, Communication"
53293,Risk Management,Risk Management Senior,CloudVision,Toronto,2025-01-04,https://linkedin.com/jobs/view/53293,3.0,CDI,Bac +3,2025,"Compliance, Basel III, Credit Risk, Risk Modeling, Stress Testing, Market Risk, Risk Mitigation Strategies, Risk Assessment, Communication, Analytical Thinking"
27880,Accounting,Accounting Junior,CloudWorks,San Francisco,2024-04-13,https://linkedin.com/jobs/view/27880,5.0,Alternance,Bac +3,2024,"Financial Analysis, Audit, GAAP, IFRS, Reconciliation, Tax Accounting"
82754,Financial Analyst,Financial Analyst Senior,InvestPlus,Marrakesh,2023-01-25,https://linkedin.com/jobs/view/82754,5.0,CDI,Bac +5,2023,"Financial Statement Analysis, Bloomberg Terminal, Excel, Budgeting, Risk Assessment, Financial Reporting, Problem Solving, Project Management, Teamwork"
24383,Cybersecurity,Cybersecurity Intern,FinCorp,London,2024-06-24,https://linkedin.com/jobs/view/24383,7.0,Freelance,Master,2024,"OSCP, Security+, Security Auditing, Firewall, Ethical Hacking, Attention to Detail, Time Management, Project Management"
11121,Python Developer,Python Developer Lead,PythonTech,Casablanca,2024-06-28,https://linkedin.com/jobs/view/11121,7.0,CDI,Bac +2,2024,"Docker, Flask, ORM, Pandas, NumPy, REST API"
27176,Investment,Investment Intern,InnovateTech,Casablanca,2023-06-20,https://linkedin.com/jobs/view/27176,1.0,CDI,Doctorat,2023,"Design Patterns, C#, REST API, Cloud Computing, Scrum, JavaScript, CI/CD, Git, Analytical Thinking, Teamwork, Time Management"
89736,Cybersecurity,Cybersecurity Junior,InnovateTech,San Francisco,2025-01-25,https://linkedin.com/jobs/view/89736,6.0,Stage,Bac +3,2025,"CISSP, SIEM, Firewall, Security+, Penetration Testing, Risk Assessment, Security Auditing, Project Management, Communication"
50031,Python Developer,Python Developer Lead,CyberGuard,Berlin,2025-05-14,https://linkedin.com/jobs/view/50031,7.0,Stage,Doctorat,2025,"Django, SQL, Unit Testing, FastAPI, Git, Teamwork, Project Management"
86353,DevOps,DevOps Intern,CloudVision,Paris,2025-05-14,https://linkedin.com/jobs/view/86353,6.0,Alternance,Master,2025,"Kubernetes, Grafana, GitLab CI, Jenkins, Linux, Communication"
50621,Risk Management,Risk Management Junior,CloudWorks,Toronto,2023-04-28,https://linkedin.com/jobs/view/50621,6.0,Stage,Bac +5,2023,"Market Risk, Compliance, Credit Risk, Regulatory Frameworks, Operational Risk, Risk Mitigation Strategies, Risk Modeling, Stress Testing"
27127,Accounting,Accounting Senior,SoftWare Solutions,Berlin,2025-11-22,https://linkedin.com/jobs/view/27127,5.0,Stage,Bac +5,2025,"Tax Accounting, Reconciliation, GAAP, General Ledger, Financial Analysis, Financial Reporting, Excel, Attention to Detail, Teamwork"
22565,Cloud Engineer,Cloud Engineer Senior,TechCorp,Amsterdam,2023-06-27,https://linkedin.com/jobs/view/22565,2.0,Freelance,Bac +5,2023,"Networking, CloudFormation, Terraform, Bash, Docker, CI/CD, Time Management"
45082,Business Intelligence,Business Intelligence Senior,InnovateTech,Marrakesh,2025-07-07,https://linkedin.com/jobs/view/45082,2.0,Freelance,Bac +5,2025,"Python, Cloud Computing, C#, JavaScript, Agile, Git, Time Management, Problem Solving, Teamwork"
77056,Financial Analyst,Financial Analyst Intern,DataBrains,Paris,2025-06-26,https://linkedin.com/jobs/view/77056,3.0,CDD,Bac +5,2025,"Financial Statement Analysis, Risk Assessment, Forecasting, Financial Reporting, Excel, Bloomberg Terminal, Time Management, Project Management"
99033,Accounting,Accounting Lead,CyberGuard,Paris,2023-03-15,https://linkedin.com/jobs/view/99033,7.0,Freelance,Bac +5,2023,"Financial Reporting, General Ledger, IFRS, GAAP, Reconciliation, Attention to Detail"
34533,Accounting,Accounting Lead,DeepMind,Marrakesh,2023-12-07,https://linkedin.com/jobs/view/34533,5.0,Alternance,Master,2023,"Financial Reporting, ERP Systems, Excel, Reconciliation, Tax Accounting, IFRS, GAAP, Audit, Communication, Analytical Thinking, Attention to Detail"
28983,Python Developer,Python Developer Lead,PythonTech,Paris,2023-09-24,https://linkedin.com/jobs/view/28983,2.0,CDI,Bac +5,2023,"ORM, NumPy, Unit Testing, Python, Docker, REST API"
57707,IT Manager,IT Manager Senior,InvestPlus,Berlin,2023-06-09,https://linkedin.com/jobs/view/57707,1.0,Freelance,Bac +2,2023,"Project Management, Team Leadership, IT Governance, Vendor Management, Service Delivery, Risk Management, Business Relationship Management"
69155,Network Engineer,Network Engineer Senior,PythonTech,Amsterdam,2024-03-25,https://linkedin.com/jobs/view/69155,4.0,CDI,Bac +5,2024,"Troubleshooting, Firewalls, WAN, Network Monitoring, Cisco, Network Security, TCP/IP, Analytical Thinking, Time Management, Problem Solving"
63644,Business Intelligence,Business Intelligence Junior,DataCorp,Berlin,2024-11-03,https://linkedin.com/jobs/view/63644,1.0,Freelance,Doctorat,2024,"OOP, Unit Testing, Scrum, CI/CD, Git, Design Patterns, Python, Cloud Computing, Analytical Thinking, Attention to Detail, Teamwork"
35014,Investment,Investment Junior,SoftWare Solutions,Toronto,2023-09-04,https://linkedin.com/jobs/view/35014,5.0,Freelance,Master,2023,"Scrum, CI/CD, Linux, Microservices, Unit Testing, JavaScript, OOP"
16020,Full Stack Developer,Full Stack Developer Junior,SoftWare Solutions,Lyon,2023-12-02,https://linkedin.com/jobs/view/16020,1.0,Stage,Bac +5,2023,"Git, Vue.js, Docker, Express, JavaScript, Problem Solving, Analytical Thinking, Project Management"
80330,Python Developer,Python Developer Junior,TechCorp,Casablanca,2023-09-01,https://linkedin.com/jobs/view/80330,2.0,Freelance,Doctorat,2023,"Git, AWS, FastAPI, Pandas, Docker, REST API, Flask, ORM, Problem Solving, Time Management, Attention to Detail"
18788,Full Stack Developer,Full Stack Developer Intern,PythonTech,Marrakesh,2023-01-14,https://linkedin.com/jobs/view/18788,1.0,CDI,Bac +3,2023,"Git, Docker, CSS, Responsive Design, React, Angular, TypeScript, JavaScript, Time Management"
94793,Network Engineer,Network Engineer Lead,InvestPlus,Casablanca,2025-07-08,https://linkedin.com/jobs/view/94793,3.0,Alternance,Master,2025,"Routing, LAN, Switching, WAN, Cisco, Troubleshooting, TCP/IP, Firewalls, Analytical Thinking, Attention to Detail, Project Management"
67510,Finance,Finance Intern,AI Technologies,Toronto,2023-02-09,https://linkedin.com/jobs/view/67510,1.0,CDI,Bac +2,2023,"SAP, Budgeting, Excel, ERP Systems, Financial Reporting, Financial Analysis, Problem Solving"
88291,Security Analyst,Security Analyst Lead,InnovateTech,Lyon,2025-06-05,https://linkedin.com/jobs/view/88291,6.0,Freelance,Master,2025,"Security Controls, Security Frameworks, Log Analysis, Risk Management, SIEM, Compliance, Threat Intelligence, Network Security, Problem Solving, Teamwork, Time Management"
30787,DevOps,DevOps Junior,CyberGuard,Casablanca,2025-08-07,https://linkedin.com/jobs/view/30787,2.0,Freelance,Bac +3,2025,"Jenkins, GitLab CI, Grafana, Bash, Linux, Terraform, CI/CD, ELK Stack, Teamwork, Problem Solving"
45029,Cloud Engineer,Cloud Engineer Junior,RiskNet,San Francisco,2025-06-06,https://linkedin.com/jobs/view/45029,4.0,Freelance,Bac +5,2025,"IaC, Security, Linux, Python, Kubernetes, Networking, Azure, Analytical Thinking, Time Management, Attention to Detail"
57560,Software Engineer,Software Engineer Senior,InnovateTech,Berlin,2023-01-01,https://linkedin.com/jobs/view/57560,1.0,Stage,Bac +3,2023,"Python, Linux, OOP, REST API, Scrum, Microservices, Cloud Computing, Communication, Analytical Thinking"
69732,Risk Management,Risk Management Junior,FinanceX,Amsterdam,2024-09-09,https://linkedin.com/jobs/view/69732,7.0,CDD,Bac +5,2024,"Operational Risk, Basel III, Risk Assessment, Market Risk, Stress Testing, Risk Modeling, Regulatory Frameworks"
22080,Cloud Engineer,Cloud Engineer Intern,CloudVision,Amsterdam,2024-06-11,https://linkedin.com/jobs/view/22080,7.0,Alternance,Doctorat,2024,"Python, CI/CD, GCP, Kubernetes, Bash, Linux"
30804,Finance,Finance Lead,CyberGuard,Berlin,2024-02-02,https://linkedin.com/jobs/view/30804,4.0,Stage,Bac +5,2024,"Financial Reporting, Financial Analysis, Risk Management, Accounting, Budgeting, Excel, Communication, Time Management, Analytical Thinking"
16571,Data Engineer,Data Engineer Lead,DataBrains,Lyon,2025-03-08,https://linkedin.com/jobs/view/16571,6.0,Freelance,Bac +3,2025,"Cassandra, Kafka, SQL, MongoDB, Docker, Kubernetes, Attention to Detail, Problem Solving"
51994,Investment,Investment Senior,InvestPlus,New York,2024-01-08,https://linkedin.com/jobs/view/51994,4.0,Freelance,Bac +5,2024,"Linux, Microservices, Scrum, Git, Design Patterns, Analytical Thinking, Communication, Teamwork"
72249,Full Stack Developer,Full Stack Developer Intern,PythonTech,New York,2023-10-13,https://linkedin.com/jobs/view/72249,2.0,CDD,Master,2023,"AWS/Azure/GCP, REST API, Docker, TypeScript, CSS, Responsive Design, Git"
29216,DevOps,DevOps Lead,DeepMind,Lyon,2023-02-06,https://linkedin.com/jobs/view/29216,7.0,Freelance,Bac +5,2023,"Bash, Kubernetes, Python, ELK Stack, CI/CD, GitHub Actions, AWS/Azure/GCP, Jenkins, Project Management, Analytical Thinking, Problem Solving"
19605,Accounting,Accounting Senior,AI Technologies,Amsterdam,2024-10-17,https://linkedin.com/jobs/view/19605,2.0,Alternance,Master,2024,"Excel, Audit, Reconciliation, ERP Systems, Financial Reporting, IFRS, GAAP, Financial Analysis, Attention to Detail, Project Management"
41627,Network Engineer,Network Engineer Lead,InvestPlus,Marrakesh,2025-05-14,https://linkedin.com/jobs/view/41627,1.0,Freelance,Bac +2,2025,"Cisco, Switching, LAN, Routing, VLAN, Time Management, Teamwork"
57823,Accounting,Accounting Junior,FinCorp,Marrakesh,2023-01-09,https://linkedin.com/jobs/view/57823,4.0,Alternance,Bac +5,2023,"General Ledger, Audit, GAAP, Reconciliation, Excel, Tax Accounting, ERP Systems, Financial Analysis"
27864,Cloud Engineer,Cloud Engineer Senior,PythonTech,Toronto,2023-12-22,https://linkedin.com/jobs/view/27864,5.0,CDD,Master,2023,"Azure, Networking, Linux, Security, Bash, AWS, Time Management, Analytical Thinking"
29207,DevOps,DevOps Intern,CyberGuard,Marrakesh,2024-04-13,https://linkedin.com/jobs/view/29207,7.0,Freelance,Bac +3,2024,"Docker, Ansible, CI/CD, Bash, Python, Terraform, Jenkins"
77181,Financial Analyst,Financial Analyst Senior,InvestPlus,London,2023-01-02,https://linkedin.com/jobs/view/77181,2.0,Alternance,Bac +2,2023,"Financial Modeling, Forecasting, Financial Reporting, Power BI, SQL, Teamwork, Analytical Thinking, Attention to Detail"
13543,Financial Analyst,Financial Analyst Senior,SoftWare Solutions,Paris,2024-07-28,https://linkedin.com/jobs/view/13543,5.0,Stage,Doctorat,2024,"Financial Statement Analysis, Risk Assessment, Financial Reporting, Financial Modeling, Excel, Teamwork, Project Management"
97619,Business Intelligence,Business Intelligence Senior,InvestPlus,Toronto,2024-07-06,https://linkedin.com/jobs/view/97619,6.0,CDI,Master,2024,"Scrum, Python, Git, JavaScript, Java, Design Patterns, REST API, Attention to Detail, Time Management, Project Management"
13863,IT Manager,IT Manager Senior,FinanceX,Marrakesh,2023-05-01,https://linkedin.com/jobs/view/13863,6.0,Freelance,Bac +5,2023,"Service Delivery, Risk Management, Budgeting, ITIL, Business Relationship Management, Strategic Planning, IT Governance, Vendor Management"
10122,Risk Management,Risk Management Lead,InnovateTech,Casablanca,2024-10-20,https://linkedin.com/jobs/view/10122,2.0,Stage,Bac +2,2024,"Market Risk, Stress Testing, Compliance, Risk Assessment, Risk Mitigation Strategies, Communication"
97883,Security Analyst,Security Analyst Lead,CyberGuard,Casablanca,2024-10-05,https://linkedin.com/jobs/view/97883,5.0,Freelance,Bac +3,2024,"Incident Response, Vulnerability Assessment, SIEM, Security Frameworks, Threat Intelligence, Problem Solving, Time Management, Communication"
49761,Accounting,Accounting Junior,CloudVision,Amsterdam,2025-06-19,https://linkedin.com/jobs/view/49761,5.0,CDD,Bac +3,2025,"GAAP, ERP Systems, Reconciliation, Audit, General Ledger, Financial Analysis, IFRS, Tax Accounting, Teamwork, Communication"
93939,Risk Management,Risk Management Junior,InvestPlus,Amsterdam,2025-04-11,https://linkedin.com/jobs/view/93939,2.0,Stage,Doctorat,2025,"Compliance, Regulatory Frameworks, Risk Mitigation Strategies, Stress Testing, Credit Risk, Operational Risk, Basel III, Market Risk, Problem Solving, Attention to Detail"
93858,Software Engineer,Software Engineer Junior,DataCorp,Berlin,2023-06-11,https://linkedin.com/jobs/view/93858,2.0,Stage,Bac +3,2023,"Unit Testing, REST API, OOP, Scrum, C#, Python, Project Management, Analytical Thinking"
76435,Python Developer,Python Developer Intern,SoftWare Solutions,Toronto,2025-02-09,https://linkedin.com/jobs/view/76435,2.0,Stage,Master,2025,"Git, Pandas, REST API, Django, Flask, Unit Testing, Attention to Detail"
19096,Data Engineer,Data Engineer Junior,CloudWorks,Marrakesh,2023-09-16,https://linkedin.com/jobs/view/19096,1.0,CDD,Master,2023,"Azure, Hadoop, Spark, ETL, SQL, GCP, Kafka, Project Management, Communication, Attention to Detail"
23712,Cybersecurity,Cybersecurity Lead,DataBrains,Lyon,2025-03-19,https://linkedin.com/jobs/view/23712,7.0,Stage,Doctorat,2025,"SIEM, Incident Response, Cryptography, Ethical Hacking, Penetration Testing, Risk Assessment, Time Management, Project Management, Attention to Detail"
76806,Software Engineer,Software Engineer Senior,RiskNet,London,2023-03-08,https://linkedin.com/jobs/view/76806,3.0,Freelance,Doctorat,2023,"Microservices, Git, REST API, JavaScript, CI/CD, Scrum"
89659,IT Manager,IT Manager Lead,AI Technologies,New York,2023-11-23,https://linkedin.com/jobs/view/89659,2.0,Stage,Master,2023,"Strategic Planning, Risk Management, Budgeting, Business Relationship Management, Service Delivery, Vendor Management, IT Governance"
86166,Network Engineer,Network Engineer Senior,DeepMind,London,2023-02-15,https://linkedin.com/jobs/view/86166,7.0,Stage,Master,2023,"LAN, TCP/IP, Network Monitoring, Switching, VPN, Analytical Thinking"
57272,Data Engineer,Data Engineer Lead,DataCorp,Casablanca,2023-09-24,https://linkedin.com/jobs/view/57272,5.0,CDI,Doctorat,2023,"Hadoop, Python, NoSQL, MongoDB, Cassandra, Kafka, GCP"
82354,Financial Analyst,Financial Analyst Senior,DeepMind,San Francisco,2023-01-25,https://linkedin.com/jobs/view/82354,3.0,CDD,Bac +3,2023,"Forecasting, Risk Assessment, Financial Reporting, Financial Modeling, Bloomberg Terminal, Budgeting, Valuation, Excel, Project Management, Communication, Attention to Detail"
79676,Financial Analyst,Financial Analyst Junior,DeepMind,New York,2025-12-01,https://linkedin.com/jobs/view/79676,4.0,CDI,Bac +3,2025,"Power BI, Financial Statement Analysis, Financial Reporting, Risk Assessment, Budgeting, Valuation"
68028,Financial Analyst,Financial Analyst Lead,DeepMind,Lyon,2025-03-25,https://linkedin.com/jobs/view/68028,5.0,Freelance,Bac +2,2025,"Excel, Risk Assessment, Financial Reporting, Bloomberg Terminal, SQL, Analytical Thinking"
74504,Full Stack Developer,Full Stack Developer Junior,FinCorp,Casablanca,2023-07-06,https://linkedin.com/jobs/view/74504,4.0,CDD,Bac +5,2023,"SQL, Node.js, Angular, REST API, Express, TypeScript, Attention to Detail, Project Management, Problem Solving"
19367,Data Scientist,Data Scientist Intern,AI Technologies,Lyon,2025-05-25,https://linkedin.com/jobs/view/19367,5.0,CDI,Bac +2,2025,"Pandas, Computer Vision, Data Mining, Statistical Analysis, PyTorch, NLP, Teamwork, Attention to Detail"
95734,Full Stack Developer,Full Stack Developer Junior,CloudVision,Lyon,2024-03-21,https://linkedin.com/jobs/view/95734,1.0,Alternance,Master,2024,"SQL, Git, Responsive Design, React, Angular, Docker, Express, AWS/Azure/GCP"
